timestamp,user_id,user_segment,product_category,promo_type,channel,price,quantity,conversion,inventory_remaining,fulfillment_status,revenue,date
2024-07-04,1198,Returning,Skincare,BOGO,Paid Search,59.52,2,0,62,Delayed,0.0,2024-07-04
2024-06-29,1571,Returning,Fragrance,25% Off,SMS,81.67,3,1,79,Delayed,245.01,2024-06-29
2024-07-02,1790,Returning,Makeup,Launch Bundle,SMS,65.48,2,1,42,On-time,130.96,2024-07-02
2024-07-05,2174,Returning,Makeup,BOGO,Paid Search,90.68,3,0,74,Delayed,0.0,2024-07-05
2024-07-05,1178,New,Fragrance,25% Off,Social Media,113.53,1,0,56,On-time,0.0,2024-07-05
2024-06-30,3244,Returning,Skincare,BOGO,Paid Search,47.51,1,0,20,On-time,0.0,2024-06-30
2024-07-04,5086,Returning,Haircare,25% Off,Email,100.98,3,0,94,On-time,0.0,2024-07-04
2024-06-30,1734,Returning,Makeup,BOGO,Social Media,83.76,2,1,53,Out of Stock,167.52,2024-06-30
2024-07-03,7232,New,Fragrance,Launch Bundle,Paid Search,44.42,3,0,78,On-time,0.0,2024-07-03
2024-07-03,1798,Returning,Fragrance,BOGO,Paid Search,98.72,2,1,52,Delayed,197.44,2024-07-03
2024-06-30,8601,Returning,Makeup,25% Off,Email,59.85,3,0,44,On-time,0.0,2024-06-30
2024-07-04,9979,Returning,Skincare,25% Off,Paid Search,27.64,3,1,35,On-time,82.92,2024-07-04
2024-06-30,3795,New,Skincare,25% Off,Social Media,119.31,2,0,62,Delayed,0.0,2024-06-30
2024-07-05,5588,Returning,Makeup,Launch Bundle,SMS,59.69,2,0,0,On-time,0.0,2024-07-05
2024-07-07,8297,Returning,Fragrance,25% Off,SMS,71.86,3,0,91,On-time,0.0,2024-07-07
2024-07-01,4084,Returning,Makeup,25% Off,SMS,99.84,1,1,96,On-time,99.84,2024-07-01
2024-06-28,1731,Returning,Haircare,Launch Bundle,Social Media,115.89,1,1,66,Delayed,115.89,2024-06-28
2024-07-01,2129,Returning,Haircare,25% Off,Paid Search,106.65,1,0,78,On-time,0.0,2024-07-01
2024-07-04,2605,Returning,Skincare,25% Off,Paid Search,70.13,1,0,32,On-time,0.0,2024-07-04
2024-07-08,3933,Returning,Haircare,Launch Bundle,Paid Search,72.3,1,1,31,On-time,72.3,2024-07-08
2024-07-01,9516,Returning,Fragrance,BOGO,Paid Search,44.49,2,1,86,Delayed,88.98,2024-07-01
2024-07-03,6074,Returning,Haircare,25% Off,SMS,63.59,1,1,57,On-time,63.59,2024-07-03
2024-07-06,8099,New,Makeup,BOGO,Social Media,114.42,2,1,25,On-time,228.84,2024-07-06
2024-06-28,2490,Returning,Fragrance,Launch Bundle,Email,91.33,1,1,60,Delayed,91.33,2024-06-28
2024-07-02,1893,Returning,Skincare,25% Off,Social Media,16.25,2,0,16,On-time,0.0,2024-07-02
2024-07-08,2390,Returning,Skincare,25% Off,Paid Search,27.23,1,1,72,On-time,27.23,2024-07-08
2024-07-04,4389,Returning,Haircare,Launch Bundle,Paid Search,112.0,1,1,68,On-time,112.0,2024-07-04
2024-06-28,5239,Returning,Skincare,25% Off,Social Media,104.12,2,1,28,On-time,208.24,2024-06-28
2024-07-01,5479,Returning,Makeup,BOGO,Social Media,66.05,2,1,62,On-time,132.1,2024-07-01
2024-07-03,3263,New,Fragrance,BOGO,SMS,79.78,3,1,5,Delayed,239.34,2024-07-03
2024-06-29,4432,Returning,Makeup,Launch Bundle,Paid Search,45.41,1,0,58,On-time,0.0,2024-06-29
2024-07-07,3371,New,Makeup,25% Off,Social Media,98.25,1,0,98,On-time,0.0,2024-07-07
2024-07-02,5312,New,Makeup,25% Off,Paid Search,78.35,2,1,20,On-time,156.7,2024-07-02
2024-07-08,2515,Returning,Makeup,Launch Bundle,Social Media,87.96,2,0,44,On-time,0.0,2024-07-08
2024-07-07,7326,Returning,Fragrance,BOGO,Paid Search,54.37,1,1,44,On-time,54.37,2024-07-07
2024-06-28,8088,Returning,Fragrance,BOGO,Social Media,60.2,1,0,86,Delayed,0.0,2024-06-28
2024-07-03,6586,New,Makeup,Launch Bundle,Paid Search,36.81,2,0,34,On-time,0.0,2024-07-03
2024-07-03,3917,New,Makeup,25% Off,Email,114.55,2,1,51,On-time,229.1,2024-07-03
2024-07-01,6731,Returning,Skincare,BOGO,SMS,114.39,1,1,45,On-time,114.39,2024-07-01
2024-07-05,8686,Returning,Skincare,25% Off,Email,100.86,2,1,65,On-time,201.72,2024-07-05
2024-07-01,2167,New,Fragrance,BOGO,SMS,113.23,2,1,56,On-time,226.46,2024-07-01
2024-07-05,9302,Returning,Skincare,25% Off,SMS,84.86,1,1,41,On-time,84.86,2024-07-05
2024-07-05,6109,Returning,Fragrance,BOGO,Social Media,39.64,3,1,72,Delayed,118.92,2024-07-05
2024-07-02,5327,Returning,Fragrance,25% Off,Email,94.82,2,0,76,On-time,0.0,2024-07-02
2024-07-01,6810,Returning,Haircare,Launch Bundle,SMS,49.15,3,1,97,On-time,147.45,2024-07-01
2024-06-29,4655,New,Fragrance,BOGO,Paid Search,61.25,2,1,15,On-time,122.5,2024-06-29
2024-07-08,4793,Returning,Skincare,Launch Bundle,Social Media,43.81,3,1,4,On-time,131.43,2024-07-08
2024-06-30,7738,Returning,Haircare,BOGO,Social Media,59.48,2,0,0,Delayed,0.0,2024-06-30
2024-06-30,2577,New,Skincare,BOGO,Paid Search,86.33,3,1,21,On-time,258.99,2024-06-30
2024-07-01,3220,Returning,Fragrance,BOGO,Paid Search,26.61,3,0,47,On-time,0.0,2024-07-01
2024-07-01,2030,Returning,Fragrance,25% Off,SMS,26.05,2,0,25,On-time,0.0,2024-07-01
2024-07-07,7691,Returning,Makeup,BOGO,Paid Search,86.8,3,0,33,On-time,0.0,2024-07-07
2024-07-08,4992,New,Fragrance,Launch Bundle,Social Media,96.86,1,0,57,On-time,0.0,2024-07-08
2024-07-08,1913,New,Haircare,25% Off,Paid Search,72.9,1,1,84,On-time,72.9,2024-07-08
2024-07-02,7358,New,Fragrance,25% Off,Email,34.07,1,1,6,On-time,34.07,2024-07-02
2024-07-01,3181,Returning,Makeup,BOGO,Social Media,60.23,3,1,24,On-time,180.69,2024-07-01
2024-07-08,4197,Returning,Fragrance,25% Off,Paid Search,94.61,2,1,56,Delayed,189.22,2024-07-08
2024-07-07,7040,New,Fragrance,BOGO,Social Media,87.0,3,1,11,On-time,261.0,2024-07-07
2024-07-05,2462,Returning,Fragrance,Launch Bundle,SMS,26.54,2,1,30,On-time,53.08,2024-07-05
2024-07-03,8037,Returning,Makeup,25% Off,Email,116.76,3,1,26,On-time,350.28000000000003,2024-07-03
2024-07-03,5994,Returning,Skincare,25% Off,SMS,38.45,2,1,85,Delayed,76.9,2024-07-03
2024-07-05,6308,Returning,Fragrance,Launch Bundle,Email,38.14,3,1,33,On-time,114.42,2024-07-05
2024-07-04,7221,Returning,Haircare,Launch Bundle,Paid Search,63.29,3,1,80,On-time,189.87,2024-07-04
2024-07-07,8090,Returning,Makeup,BOGO,Social Media,49.36,1,1,74,On-time,49.36,2024-07-07
2024-07-08,8769,Returning,Haircare,25% Off,Paid Search,118.32,3,0,92,On-time,0.0,2024-07-08
2024-07-07,1687,New,Fragrance,Launch Bundle,SMS,23.03,1,0,33,On-time,0.0,2024-07-07
2024-07-05,5661,New,Makeup,25% Off,Social Media,47.18,2,1,36,On-time,94.36,2024-07-05
2024-06-29,2894,New,Fragrance,Launch Bundle,Paid Search,55.19,2,0,57,On-time,0.0,2024-06-29
2024-07-06,8389,Returning,Haircare,25% Off,Paid Search,66.81,1,0,59,On-time,0.0,2024-07-06
2024-06-28,5922,New,Makeup,Launch Bundle,Social Media,16.72,3,0,25,Delayed,0.0,2024-06-28
2024-07-05,7322,New,Skincare,25% Off,Social Media,23.65,2,1,44,On-time,47.3,2024-07-05
2024-07-08,4183,Returning,Skincare,BOGO,SMS,42.07,3,1,44,On-time,126.21000000000001,2024-07-08
2024-07-01,4797,New,Skincare,25% Off,Email,73.17,3,1,31,On-time,219.51,2024-07-01
2024-07-01,6178,New,Fragrance,BOGO,Email,95.62,3,1,68,Out of Stock,286.86,2024-07-01
2024-07-02,4968,New,Makeup,BOGO,Social Media,87.08,2,1,83,On-time,174.16,2024-07-02
2024-07-05,3716,Returning,Haircare,BOGO,Email,74.54,2,0,70,On-time,0.0,2024-07-05
2024-07-02,1190,New,Haircare,25% Off,SMS,56.71,3,1,22,On-time,170.13,2024-07-02
2024-07-05,2335,Returning,Fragrance,25% Off,Email,106.42,1,0,64,On-time,0.0,2024-07-05
2024-07-07,9181,Returning,Fragrance,BOGO,Social Media,63.28,1,1,38,On-time,63.28,2024-07-07
2024-06-28,1378,Returning,Haircare,Launch Bundle,SMS,46.42,1,0,66,Delayed,0.0,2024-06-28
2024-07-07,4829,Returning,Makeup,25% Off,Social Media,81.08,3,1,44,On-time,243.24,2024-07-07
2024-07-06,7380,Returning,Fragrance,25% Off,SMS,87.67,1,1,66,On-time,87.67,2024-07-06
2024-07-03,1615,New,Makeup,25% Off,SMS,56.84,2,1,62,On-time,113.68,2024-07-03
2024-06-30,3330,New,Haircare,25% Off,Social Media,17.96,1,1,69,Delayed,17.96,2024-06-30
2024-07-05,2754,New,Makeup,BOGO,Paid Search,24.88,1,1,94,Out of Stock,24.88,2024-07-05
2024-07-06,1463,New,Skincare,Launch Bundle,Social Media,103.79,3,1,53,On-time,311.37,2024-07-06
2024-07-03,5267,New,Haircare,Launch Bundle,SMS,20.94,2,1,26,On-time,41.88,2024-07-03
2024-07-08,4158,New,Skincare,Launch Bundle,Social Media,77.16,2,1,92,On-time,154.32,2024-07-08
2024-07-04,4624,Returning,Haircare,Launch Bundle,Social Media,34.29,1,1,78,On-time,34.29,2024-07-04
2024-06-28,5938,Returning,Skincare,BOGO,SMS,39.04,3,1,35,On-time,117.12,2024-06-28
2024-07-02,6417,New,Makeup,25% Off,Email,43.7,3,0,4,Out of Stock,0.0,2024-07-02
2024-07-02,7004,Returning,Haircare,25% Off,SMS,19.02,1,0,66,On-time,0.0,2024-07-02
2024-07-07,9881,New,Haircare,BOGO,Social Media,33.61,2,0,50,On-time,0.0,2024-07-07
2024-07-01,6603,New,Skincare,25% Off,SMS,83.3,2,1,88,Delayed,166.6,2024-07-01
2024-07-03,3212,Returning,Makeup,BOGO,SMS,67.37,2,1,31,On-time,134.74,2024-07-03
2024-07-04,7120,New,Haircare,Launch Bundle,Email,98.72,3,0,20,On-time,0.0,2024-07-04
2024-07-06,6818,New,Fragrance,BOGO,Paid Search,21.43,1,1,16,On-time,21.43,2024-07-06
2024-06-28,1382,Returning,Skincare,25% Off,Social Media,108.33,3,1,72,On-time,324.99,2024-06-28
2024-07-03,3256,Returning,Haircare,25% Off,Social Media,119.62,2,1,25,Delayed,239.24,2024-07-03
2024-07-04,2412,Returning,Makeup,25% Off,Email,16.65,3,1,21,Delayed,49.949999999999996,2024-07-04
2024-06-30,7146,New,Makeup,Launch Bundle,SMS,116.6,2,0,40,On-time,0.0,2024-06-30
2024-07-05,1371,Returning,Makeup,BOGO,Paid Search,39.77,1,1,58,Delayed,39.77,2024-07-05
2024-07-02,6806,Returning,Makeup,BOGO,Social Media,87.72,2,0,86,On-time,0.0,2024-07-02
2024-07-06,6565,Returning,Skincare,25% Off,Paid Search,45.71,1,1,74,On-time,45.71,2024-07-06
2024-07-02,9802,Returning,Haircare,BOGO,Paid Search,69.79,3,0,9,On-time,0.0,2024-07-02
2024-07-06,9307,Returning,Skincare,25% Off,SMS,68.59,3,0,86,On-time,0.0,2024-07-06
2024-07-07,8437,New,Skincare,BOGO,SMS,52.92,3,1,4,On-time,158.76,2024-07-07
2024-07-01,1446,Returning,Makeup,Launch Bundle,SMS,90.34,2,1,54,On-time,180.68,2024-07-01
2024-07-06,2391,Returning,Fragrance,Launch Bundle,Social Media,77.96,1,1,25,On-time,77.96,2024-07-06
2024-07-02,2340,Returning,Makeup,BOGO,Paid Search,68.37,3,1,3,On-time,205.11,2024-07-02
2024-07-07,3939,Returning,Fragrance,Launch Bundle,Paid Search,118.2,3,1,26,Out of Stock,354.6,2024-07-07
2024-07-06,6969,Returning,Skincare,Launch Bundle,Social Media,113.7,1,0,97,Out of Stock,0.0,2024-07-06
2024-06-30,5813,Returning,Makeup,Launch Bundle,Email,115.32,2,1,57,Delayed,230.64,2024-06-30
2024-07-01,4569,Returning,Makeup,25% Off,SMS,107.54,3,1,2,On-time,322.62,2024-07-01
2024-07-06,6454,Returning,Skincare,BOGO,Social Media,41.79,2,1,49,On-time,83.58,2024-07-06
2024-07-07,4150,Returning,Makeup,BOGO,SMS,51.75,2,1,95,On-time,103.5,2024-07-07
2024-07-08,7414,New,Haircare,25% Off,Paid Search,39.26,2,1,25,On-time,78.52,2024-07-08
2024-07-03,5657,New,Fragrance,25% Off,Social Media,118.55,3,1,17,On-time,355.65,2024-07-03
2024-06-29,7947,Returning,Fragrance,Launch Bundle,Email,31.03,3,1,6,On-time,93.09,2024-06-29
2024-07-04,8943,Returning,Fragrance,BOGO,SMS,53.48,1,1,44,On-time,53.48,2024-07-04
2024-06-29,4662,Returning,Makeup,25% Off,Paid Search,35.9,1,1,12,Delayed,35.9,2024-06-29
2024-07-08,5482,Returning,Haircare,Launch Bundle,Paid Search,38.46,2,0,5,On-time,0.0,2024-07-08
2024-06-29,5797,New,Makeup,BOGO,Email,40.94,3,0,34,On-time,0.0,2024-06-29
2024-07-08,6068,New,Fragrance,Launch Bundle,Email,82.17,2,1,94,On-time,164.34,2024-07-08
2024-06-28,6480,Returning,Makeup,BOGO,SMS,22.99,1,0,52,On-time,0.0,2024-06-28
2024-07-08,9033,New,Fragrance,Launch Bundle,Paid Search,75.12,2,1,67,On-time,150.24,2024-07-08
2024-07-08,1983,New,Skincare,BOGO,Email,101.03,2,0,41,On-time,0.0,2024-07-08
2024-07-08,6607,New,Fragrance,BOGO,Social Media,95.48,3,1,3,Delayed,286.44,2024-07-08
2024-06-30,9543,New,Skincare,BOGO,Email,30.87,2,1,59,On-time,61.74,2024-06-30
2024-07-03,2907,Returning,Skincare,BOGO,Social Media,111.05,2,0,44,On-time,0.0,2024-07-03
2024-07-05,7924,New,Skincare,Launch Bundle,Paid Search,95.86,3,1,71,On-time,287.58,2024-07-05
2024-07-06,9737,Returning,Fragrance,25% Off,SMS,15.56,3,1,74,On-time,46.68,2024-07-06
2024-07-04,5174,New,Haircare,BOGO,Paid Search,92.42,1,0,65,On-time,0.0,2024-07-04
2024-07-01,8265,Returning,Fragrance,BOGO,Paid Search,92.43,3,0,81,On-time,0.0,2024-07-01
2024-07-03,2990,New,Makeup,BOGO,Paid Search,67.17,2,1,81,On-time,134.34,2024-07-03
2024-07-02,6596,Returning,Makeup,BOGO,Paid Search,19.83,1,1,21,On-time,19.83,2024-07-02
2024-07-05,4998,Returning,Haircare,Launch Bundle,SMS,75.89,1,1,11,On-time,75.89,2024-07-05
2024-06-28,4775,New,Haircare,25% Off,Email,95.4,1,1,80,On-time,95.4,2024-06-28
2024-06-28,5645,Returning,Haircare,25% Off,SMS,43.44,1,1,50,On-time,43.44,2024-06-28
2024-07-08,3061,Returning,Skincare,25% Off,SMS,85.04,2,1,16,On-time,170.08,2024-07-08
2024-07-03,5487,Returning,Haircare,Launch Bundle,SMS,52.16,2,1,35,On-time,104.32,2024-07-03
2024-07-07,5435,New,Haircare,25% Off,SMS,75.25,2,0,92,On-time,0.0,2024-07-07
2024-06-29,3644,Returning,Haircare,Launch Bundle,Email,55.38,2,1,48,On-time,110.76,2024-06-29
2024-07-02,2045,Returning,Fragrance,Launch Bundle,Paid Search,46.89,1,1,15,On-time,46.89,2024-07-02
2024-06-28,8951,New,Makeup,BOGO,Email,104.87,2,0,74,On-time,0.0,2024-06-28
2024-07-04,7449,New,Makeup,Launch Bundle,Email,94.15,1,0,43,On-time,0.0,2024-07-04
2024-06-28,3681,Returning,Haircare,25% Off,Paid Search,51.27,3,0,21,On-time,0.0,2024-06-28
2024-07-01,4199,Returning,Makeup,25% Off,Email,60.64,2,1,93,On-time,121.28,2024-07-01
2024-07-06,7768,Returning,Fragrance,25% Off,SMS,87.63,3,1,7,On-time,262.89,2024-07-06
2024-06-28,8440,Returning,Makeup,BOGO,SMS,100.16,3,1,17,On-time,300.48,2024-06-28
2024-07-01,9633,Returning,Skincare,BOGO,Paid Search,86.86,2,1,79,On-time,173.72,2024-07-01
2024-07-03,3550,New,Fragrance,BOGO,Paid Search,71.8,1,1,83,On-time,71.8,2024-07-03
2024-07-03,5225,New,Makeup,Launch Bundle,Paid Search,115.21,3,1,71,On-time,345.63,2024-07-03
2024-07-05,1596,Returning,Makeup,25% Off,SMS,96.29,2,0,93,On-time,0.0,2024-07-05
2024-06-28,7054,Returning,Fragrance,Launch Bundle,Paid Search,27.14,3,0,37,Delayed,0.0,2024-06-28
2024-07-04,2505,New,Makeup,Launch Bundle,Email,73.6,3,0,28,On-time,0.0,2024-07-04
2024-06-28,7468,Returning,Makeup,25% Off,Email,58.0,2,1,76,On-time,116.0,2024-06-28
2024-07-04,8236,Returning,Haircare,BOGO,Social Media,98.47,3,1,80,On-time,295.40999999999997,2024-07-04
2024-06-30,2551,Returning,Skincare,25% Off,Social Media,19.69,1,1,80,On-time,19.69,2024-06-30
2024-07-08,7852,Returning,Fragrance,Launch Bundle,Paid Search,58.13,1,1,72,On-time,58.13,2024-07-08
2024-07-05,2449,Returning,Haircare,Launch Bundle,Social Media,48.42,3,0,1,On-time,0.0,2024-07-05
2024-06-30,6953,New,Makeup,BOGO,SMS,29.82,3,1,58,On-time,89.46000000000001,2024-06-30
2024-06-28,9456,Returning,Fragrance,Launch Bundle,SMS,54.77,2,0,41,On-time,0.0,2024-06-28
2024-07-05,9042,Returning,Fragrance,Launch Bundle,Email,85.64,1,1,87,On-time,85.64,2024-07-05
2024-06-30,3659,Returning,Skincare,25% Off,Email,52.98,3,1,20,On-time,158.94,2024-06-30
2024-06-29,8509,Returning,Skincare,BOGO,Social Media,75.9,1,1,1,On-time,75.9,2024-06-29
2024-06-28,8893,Returning,Fragrance,25% Off,Social Media,77.25,3,0,4,On-time,0.0,2024-06-28
2024-06-30,8445,New,Skincare,25% Off,SMS,76.65,2,0,16,On-time,0.0,2024-06-30
2024-06-29,3721,New,Skincare,25% Off,Email,70.6,2,1,23,On-time,141.2,2024-06-29
2024-06-29,3925,Returning,Makeup,Launch Bundle,Social Media,27.28,1,0,7,On-time,0.0,2024-06-29
2024-07-03,8104,New,Skincare,Launch Bundle,SMS,37.94,1,1,29,On-time,37.94,2024-07-03
2024-06-28,7240,New,Skincare,BOGO,Email,99.01,3,1,49,Out of Stock,297.03000000000003,2024-06-28
2024-06-29,1512,Returning,Haircare,Launch Bundle,SMS,67.75,3,1,21,Delayed,203.25,2024-06-29
2024-07-03,1215,Returning,Makeup,BOGO,SMS,89.14,3,1,58,Delayed,267.42,2024-07-03
2024-06-30,8299,New,Makeup,25% Off,Email,74.84,1,1,23,On-time,74.84,2024-06-30
2024-07-01,4153,Returning,Fragrance,25% Off,SMS,19.06,2,0,25,Delayed,0.0,2024-07-01
2024-06-28,8450,Returning,Skincare,Launch Bundle,Social Media,98.6,2,1,60,On-time,197.2,2024-06-28
2024-07-05,2706,Returning,Haircare,Launch Bundle,SMS,21.75,1,0,7,On-time,0.0,2024-07-05
2024-07-04,2567,Returning,Haircare,BOGO,Social Media,114.03,2,1,11,On-time,228.06,2024-07-04
2024-07-04,2128,Returning,Makeup,Launch Bundle,Paid Search,37.61,1,0,13,On-time,0.0,2024-07-04
2024-06-30,4510,New,Skincare,Launch Bundle,Paid Search,68.8,3,1,29,On-time,206.39999999999998,2024-06-30
2024-07-07,8867,New,Haircare,Launch Bundle,Paid Search,21.68,1,0,54,On-time,0.0,2024-07-07
2024-07-07,3365,Returning,Fragrance,25% Off,SMS,108.97,2,0,98,On-time,0.0,2024-07-07
2024-06-30,6583,Returning,Skincare,Launch Bundle,Paid Search,117.89,1,1,60,On-time,117.89,2024-06-30
2024-06-29,5897,Returning,Skincare,Launch Bundle,Paid Search,30.36,1,1,61,Delayed,30.36,2024-06-29
2024-06-28,6718,Returning,Skincare,25% Off,SMS,46.06,1,0,30,On-time,0.0,2024-06-28
2024-07-04,7001,Returning,Haircare,25% Off,Email,16.67,1,1,91,On-time,16.67,2024-07-04
2024-07-04,5567,Returning,Makeup,25% Off,SMS,97.63,2,1,26,On-time,195.26,2024-07-04
2024-06-29,3741,New,Makeup,25% Off,Social Media,47.7,3,0,99,On-time,0.0,2024-06-29
2024-07-04,4020,New,Fragrance,Launch Bundle,SMS,76.83,2,1,0,Delayed,153.66,2024-07-04
2024-07-05,7256,Returning,Haircare,Launch Bundle,Email,19.12,2,1,40,Delayed,38.24,2024-07-05
2024-06-28,1228,New,Skincare,Launch Bundle,Paid Search,90.12,3,0,13,On-time,0.0,2024-06-28
2024-07-06,9362,New,Fragrance,BOGO,SMS,70.59,2,1,73,On-time,141.18,2024-07-06
2024-07-04,1294,Returning,Fragrance,25% Off,Paid Search,91.12,3,1,49,Out of Stock,273.36,2024-07-04
2024-06-30,5284,Returning,Makeup,Launch Bundle,Social Media,97.9,3,0,41,Out of Stock,0.0,2024-06-30
2024-07-05,9617,Returning,Skincare,Launch Bundle,Email,24.37,1,1,70,On-time,24.37,2024-07-05
2024-07-04,7801,New,Skincare,Launch Bundle,Paid Search,75.7,2,1,39,On-time,151.4,2024-07-04
2024-07-08,1918,New,Haircare,25% Off,Paid Search,83.24,3,1,13,On-time,249.71999999999997,2024-07-08
2024-07-05,1498,New,Haircare,25% Off,Paid Search,69.26,2,1,99,On-time,138.52,2024-07-05
2024-07-03,3809,Returning,Haircare,25% Off,Paid Search,34.15,2,0,90,Delayed,0.0,2024-07-03
2024-07-06,5961,New,Fragrance,Launch Bundle,SMS,98.54,3,1,10,Delayed,295.62,2024-07-06
2024-07-02,4779,Returning,Skincare,25% Off,Email,119.73,1,1,62,On-time,119.73,2024-07-02
2024-06-30,3118,Returning,Makeup,Launch Bundle,Email,116.77,3,1,48,On-time,350.31,2024-06-30
2024-06-30,7391,Returning,Fragrance,BOGO,Paid Search,96.64,1,0,36,On-time,0.0,2024-06-30
2024-06-28,1145,New,Fragrance,25% Off,Email,58.9,3,1,9,On-time,176.7,2024-06-28
2024-07-05,8942,Returning,Makeup,25% Off,Paid Search,50.42,3,1,53,On-time,151.26,2024-07-05
2024-06-29,5565,Returning,Makeup,Launch Bundle,Social Media,22.2,1,1,6,On-time,22.2,2024-06-29
2024-06-30,1192,Returning,Haircare,25% Off,Social Media,58.71,1,1,80,On-time,58.71,2024-06-30
2024-07-05,6187,Returning,Makeup,25% Off,Social Media,31.39,2,1,11,Delayed,62.78,2024-07-05
2024-07-05,7637,New,Makeup,Launch Bundle,Email,41.71,3,0,54,Delayed,0.0,2024-07-05
2024-07-08,9243,Returning,Makeup,Launch Bundle,Paid Search,108.65,2,1,35,On-time,217.3,2024-07-08
2024-07-01,3410,New,Makeup,Launch Bundle,SMS,116.7,2,1,6,On-time,233.4,2024-07-01
2024-07-01,2820,New,Haircare,BOGO,SMS,114.6,1,1,23,On-time,114.6,2024-07-01
2024-07-02,3964,New,Fragrance,Launch Bundle,Social Media,35.3,1,1,33,On-time,35.3,2024-07-02
2024-07-03,3521,Returning,Skincare,25% Off,Social Media,109.59,2,1,64,On-time,219.18,2024-07-03
2024-07-02,3568,Returning,Skincare,BOGO,Email,29.86,1,1,28,On-time,29.86,2024-07-02
2024-07-04,6882,New,Fragrance,Launch Bundle,SMS,68.3,3,1,25,Delayed,204.89999999999998,2024-07-04
2024-06-29,2867,Returning,Skincare,BOGO,Email,82.58,1,1,73,On-time,82.58,2024-06-29
2024-07-04,8465,New,Skincare,BOGO,Social Media,63.56,1,0,64,On-time,0.0,2024-07-04
2024-07-07,8602,Returning,Fragrance,25% Off,Paid Search,114.94,3,1,44,On-time,344.82,2024-07-07
2024-07-04,4199,New,Skincare,BOGO,Paid Search,49.99,1,1,16,On-time,49.99,2024-07-04
2024-06-28,7103,New,Skincare,Launch Bundle,Paid Search,70.37,2,1,35,On-time,140.74,2024-06-28
2024-07-04,1240,Returning,Fragrance,BOGO,Social Media,22.92,2,1,72,On-time,45.84,2024-07-04
2024-07-02,4440,New,Skincare,BOGO,Email,104.48,2,1,62,On-time,208.96,2024-07-02
2024-06-30,5631,Returning,Makeup,25% Off,Paid Search,58.4,1,1,22,Out of Stock,58.4,2024-06-30
2024-06-30,9274,New,Fragrance,25% Off,SMS,88.56,1,0,92,On-time,0.0,2024-06-30
2024-07-01,6077,Returning,Haircare,Launch Bundle,SMS,86.64,1,1,65,On-time,86.64,2024-07-01
2024-06-29,4768,New,Skincare,25% Off,Social Media,86.01,2,0,81,On-time,0.0,2024-06-29
2024-06-29,8995,Returning,Haircare,Launch Bundle,SMS,68.23,1,1,91,On-time,68.23,2024-06-29
2024-06-28,9802,Returning,Skincare,Launch Bundle,SMS,44.14,3,1,41,On-time,132.42000000000002,2024-06-28
2024-07-02,7429,New,Makeup,25% Off,Social Media,80.63,1,0,70,On-time,0.0,2024-07-02
2024-07-01,4605,Returning,Fragrance,BOGO,Email,115.99,2,1,74,On-time,231.98,2024-07-01
2024-07-08,3173,New,Haircare,25% Off,Paid Search,102.56,3,1,70,On-time,307.68,2024-07-08
2024-07-07,7568,Returning,Fragrance,BOGO,Social Media,26.42,3,1,42,On-time,79.26,2024-07-07
2024-06-29,3601,New,Haircare,BOGO,SMS,17.43,2,1,87,On-time,34.86,2024-06-29
2024-06-30,3657,Returning,Skincare,Launch Bundle,Paid Search,67.39,3,0,54,Delayed,0.0,2024-06-30
2024-07-04,7080,Returning,Makeup,Launch Bundle,Paid Search,96.46,3,1,55,Delayed,289.38,2024-07-04
2024-07-04,8325,Returning,Haircare,25% Off,Paid Search,47.96,3,0,78,On-time,0.0,2024-07-04
2024-07-01,3159,Returning,Haircare,BOGO,Social Media,88.63,3,1,30,On-time,265.89,2024-07-01
2024-07-02,4830,Returning,Makeup,25% Off,Paid Search,112.85,3,1,82,Out of Stock,338.54999999999995,2024-07-02
2024-07-02,9313,Returning,Makeup,Launch Bundle,Email,63.19,1,1,55,Delayed,63.19,2024-07-02
2024-07-03,5368,Returning,Makeup,BOGO,SMS,40.64,2,1,73,On-time,81.28,2024-07-03
2024-07-06,2317,Returning,Makeup,25% Off,Social Media,111.36,2,1,47,On-time,222.72,2024-07-06
2024-06-29,5493,New,Makeup,25% Off,Social Media,64.59,1,1,51,On-time,64.59,2024-06-29
2024-07-02,2230,Returning,Fragrance,Launch Bundle,Paid Search,57.82,1,0,71,Delayed,0.0,2024-07-02
2024-06-30,2133,Returning,Skincare,Launch Bundle,SMS,52.1,2,0,0,Delayed,0.0,2024-06-30
2024-07-01,8607,Returning,Skincare,Launch Bundle,Paid Search,59.42,2,1,1,On-time,118.84,2024-07-01
2024-07-07,2301,Returning,Haircare,Launch Bundle,Paid Search,85.73,1,1,92,On-time,85.73,2024-07-07
2024-07-03,2910,New,Makeup,25% Off,Social Media,60.54,1,0,41,On-time,0.0,2024-07-03
2024-07-05,9082,Returning,Fragrance,Launch Bundle,Email,49.04,3,1,73,On-time,147.12,2024-07-05
2024-06-28,9107,New,Fragrance,Launch Bundle,SMS,93.08,1,1,8,On-time,93.08,2024-06-28
2024-07-07,8970,New,Haircare,25% Off,SMS,36.31,1,1,30,On-time,36.31,2024-07-07
2024-07-05,2916,New,Makeup,25% Off,SMS,36.2,3,1,95,On-time,108.60000000000001,2024-07-05
2024-07-08,7996,Returning,Skincare,BOGO,SMS,88.13,3,0,1,Delayed,0.0,2024-07-08
2024-07-04,3757,New,Makeup,25% Off,Email,106.0,2,1,23,On-time,212.0,2024-07-04
